Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 luke	lk22_37	b.LUK.22.37	δεῖ	oportet	λέγω γὰρ ὑμῖν ὅτι τοῦτο τὸ γεγραμμένον δεῖ τελεσθῆναι ἐν ἐμοί , τό· καὶ μετὰ ἀνόμων ἐλογίσθη· καὶ γὰρ τὸ περὶ ἐμοῦ τέλος ἔχει.	dico enim vobis quoniam adhuc hoc quod scriptum est oportet impleri in me et quod cum iniustis deputatus est etenim ea quae sunt de me finem habent	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	true	dynamic	necessity	situational	inevitability		
 luke	lk22_49	b.LUK.22.49	σόμενος	turus	Ἰδόντες δὲ οἱ περὶ αὐτὸν τὸ ἐ σόμενον εἶπαν· κύριε, εἰ πατάξομεν ἐν μαχαίρῃ;	videntes autem hii qui circa ipsum erant quod fu turum erat dixerunt ei Domine si percutimus in gladio	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		
 luke	lk23_17		not preselected	necesse habeo		necesse autem habebat dimittere eis per diem festum unum	false	false		non-interrogative		affirmative	true	true	true	false	dynamic	necessity	participant-imposed			
 luke	lk21_36b	b.LUK.21.36	κατισχύω	habeo + inf.	ἀγρυπνεῖτε δὲ ἐν παντὶ καιρῷ δεόμενοι ἵνα κατισχύσητε ἐκφυγεῖν ταῦτα πάντα τὰ μέλλοντα γίνεσθαι καὶ σταθῆναι ἔμπροσθεν τοῦ υἱοῦ τοῦ ἀνθρώπου.	vigilate itaque omni tempore orantes ut digni habeamini fugere ista omnia quae futura sunt et stare ante Filium hominis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 luke	lk21_36b	b.LUK.21.36	κατισχύω	habeo + inf.	ἀγρυπνεῖτε δὲ ἐν παντὶ καιρῷ δεόμενοι ἵνα κατισχύσητε ἐκφυγεῖν ταῦτα πάντα τὰ μέλλοντα γίνεσθαι καὶ σταθῆναι ἔμπροσθεν τοῦ υἱοῦ τοῦ ἀνθρώπου.	vigilate itaque omni tempore orantes ut digni habeamini fugere ista omnia quae futura sunt et stare ante Filium hominis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	true	false	dynamic	possibility	participant-imposed			
 luke	lk23_20	b.LUK.23.20	θέλω	volo	πάλιν δὲ ὁ Πιλᾶτος προσεφώνησεν αὐτοῖς θέλων ἀπολῦσαι τὸν Ἰησοῦν .	iterum autem Pilatus locutus est ad illos volens dimittere Iesum	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				szeta
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	deontic	acceptability	absolutely necessary			
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	dynamic	necessity	situational			
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	deontic	acceptability	absolutely necessary			
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	dynamic	necessity	situational			
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	true	deontic	acceptability	absolutely necessary			
 luke	lk24_07	b.LUK.24.7	δεῖ	oportet	λέγων τὸν υἱὸν τοῦ ἀνθρώπου ὅτι δεῖ παραδοθῆναι εἰς χεῖρας ἀνθρώπων ἁμαρτωλῶν καὶ σταυρωθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἀναστῆναι .	dicens quia oportet Filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	true	dynamic	necessity	situational			
 luke	lk24_21	b.LUK.24.21	μέλλω	turus	ἡμεῖς δὲ ἠλπίζομεν ὅτι αὐτός ἐστιν ὁ μέλλων λυτροῦσθαι τὸν Ἰσραήλ · ἀλλά γε καὶ σὺν πᾶσιν τούτοις τρίτην ταύτην ἡμέραν ἄγει ἀφ’ οὗ ταῦτα ἐγένετο.	nos autem sperabamus quia ipse esset redemp turus Israhel et nunc super haec omnia tertia dies hodie quod haec facta sunt	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	prospective		
 luke	lk24_26	b.LUK.24.26	δεῖ	oportet	οὐχὶ ταῦτα ἔδει παθεῖν τὸν χριστὸν καὶ εἰσελθεῖν εἰς τὴν δόξαν αὐτοῦ ;	nonne haec oportuit pati Christum et ita intrare in gloriam suam	false	false	interrogative	interrogative	negative	negative	true	true	false	true	deontic	acceptability	absolutely necessary		rhetoric	
 luke	lk24_26	b.LUK.24.26	δεῖ	oportet	οὐχὶ ταῦτα ἔδει παθεῖν τὸν χριστὸν καὶ εἰσελθεῖν εἰς τὴν δόξαν αὐτοῦ ;	nonne haec oportuit pati Christum et ita intrare in gloriam suam	false	false	interrogative	interrogative	negative	negative	true	true	false	true	dynamic	necessity	situational		rhetoric	
 luke	lk24_26	b.LUK.24.26	δεῖ	oportet	οὐχὶ ταῦτα ἔδει παθεῖν τὸν χριστὸν καὶ εἰσελθεῖν εἰς τὴν δόξαν αὐτοῦ ;	nonne haec oportuit pati Christum et ita intrare in gloriam suam	false	false	interrogative	interrogative	negative	negative	true	true	true	true	deontic	acceptability	absolutely necessary		rhetoric	
 luke	lk24_26	b.LUK.24.26	δεῖ	oportet	οὐχὶ ταῦτα ἔδει παθεῖν τὸν χριστὸν καὶ εἰσελθεῖν εἰς τὴν δόξαν αὐτοῦ ;	nonne haec oportuit pati Christum et ita intrare in gloriam suam	false	false	interrogative	interrogative	negative	negative	true	true	true	true	dynamic	necessity	situational		rhetoric	
 luke	lk24_44	b.LUK.24.44	δεῖ	necesse est	Εἶπεν δὲ πρὸς αὐτούς· οὗτοι οἱ λόγοι μου οὓς ἐλάλησα πρὸς ὑμᾶς ἔτι ὢν σὺν ὑμῖν, ὅτι δεῖ πληρωθῆναι πάντα τὰ γεγραμμένα ἐν τῷ νόμῳ Μωϋσέως καὶ τοῖς προφήταις καὶ ψαλμοῖς περὶ ἐμοῦ .	et dixit ad eos haec sunt verba quae locutus sum ad vos cum adhuc essem vobiscum quoniam necesse est impleri omnia quae scripta sunt in lege Mosi et prophetis et psalmis de me	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational			
 luke	lk24_46	b.LUK.24.46	not preselected	oportet	καὶ εἶπεν αὐτοῖς ὅτι οὕτως γέγραπται παθεῖν τὸν χριστὸν καὶ ἀναστῆναι ἐκ νεκρῶν τῇ τρίτῃ ἡμέρᾳ,	et dixit eis quoniam sic scriptum est et sic oportebat Christum pati et resurgere a mortuis die tertia	false	false		non-interrogative		affirmative	true	true	false	false	dynamic	necessity	situational			
 luke	lk24_46	b.LUK.24.46	not preselected	oportet	καὶ εἶπεν αὐτοῖς ὅτι οὕτως γέγραπται παθεῖν τὸν χριστὸν καὶ ἀναστῆναι ἐκ νεκρῶν τῇ τρίτῃ ἡμέρᾳ,	et dixit eis quoniam sic scriptum est et sic oportebat Christum pati et resurgere a mortuis die tertia	false	false		non-interrogative		affirmative	true	true	false	false	dynamic	necessity	situational			
 luke	lk24_46	b.LUK.24.46	not preselected	oportet	καὶ εἶπεν αὐτοῖς ὅτι οὕτως γέγραπται παθεῖν τὸν χριστὸν καὶ ἀναστῆναι ἐκ νεκρῶν τῇ τρίτῃ ἡμέρᾳ,	et dixit eis quoniam sic scriptum est et sic oportebat Christum pati et resurgere a mortuis die tertia	false	false		non-interrogative		affirmative	true	true	false	false	dynamic	necessity	situational			
 mark	mk01_40	b.MAR.1.40	θέλω	volo	Καὶ ἔρχεται πρὸς αὐτὸν λεπρὸς παρακαλῶν αὐτὸν καὶ γονυπετῶν καὶ λέγων αὐτῷ ὅτι ἐὰν θέλῃς { με καθαρίσαι } δύνασαί με καθαρίσαι .	et venit ad eum leprosus deprecans eum et genu flexo dixit si vis { me mundare } potes me mundare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s03
 mark	mk01_40b	b.MAR.1.40	δύναμαι	possum	Καὶ ἔρχεται πρὸς αὐτὸν λεπρὸς παρακαλῶν αὐτὸν καὶ γονυπετῶν καὶ λέγων αὐτῷ ὅτι ἐὰν θέλῃς { με καθαρίσαι } δύνασαί με καθαρίσαι .	et venit ad eum leprosus deprecans eum et genu flexo dixit si vis { me mundare } potes me mundare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			s03
 mark	mk01_41	b.MAR.1.41	θέλω	volo	καὶ σπλαγχνισθεὶς ἐκτείνας τὴν χεῖρα αὐτοῦ ἥψατο καὶ λέγει αὐτῷ· θέλω { σε καθαρίσαι } , καθαρίσθητι·	Iesus autem misertus eius extendit manum suam et tangens eum ait illi volo mundare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition			pragmatic	s07
 mark	mk01_45	b.MAR.1.45	δύναμαι	possum	Ὁ δὲ ἐξελθὼν ἤρξατο κηρύσσειν πολλὰ καὶ διαφημίζειν τὸν λόγον, ὥστε μηκέτι αὐτὸν δύνασθαι φανερῶς εἰς πόλιν εἰσελθεῖν , ἀλλ’ ἔξω ἐπ’ ἐρήμοις τόποις ἦν· καὶ ἤρχοντο πρὸς αὐτὸν πάντοθεν.	at ille egressus coepit praedicare et diffamare sermonem ita ut iam non posset manifeste in civitatem introire sed { posset } foris in desertis locis esse et conveniebant ad eum undique	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 mark	mk14_08	b.MAR.14.8	ἔχω	habeo + inf.	ὃ ἔσχεν { ποιῆσαι } ἐποίησεν· προέλαβεν μυρίσαι τὸ σῶμά μου εἰς τὸν ἐνταφιασμόν.	quod habuit { facere } haec fecit praevenit unguere corpus meum in sepulturam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 mark	mk01_45b	b.MAR.1.45	not preselected	possum	Ὁ δὲ ἐξελθὼν ἤρξατο κηρύσσειν πολλὰ καὶ διαφημίζειν τὸν λόγον, ὥστε μηκέτι αὐτὸν δύνασθαι φανερῶς εἰς πόλιν εἰσελθεῖν , ἀλλ’ ἔξω ἐπ’ ἐρήμοις τόποις ἦν· καὶ ἤρχοντο πρὸς αὐτὸν πάντοθεν.	at ille egressus coepit praedicare et diffamare sermonem ita ut iam non posset manifeste in civitatem introire sed { posset } foris in desertis locis esse et conveniebant ad eum undique	false	true		non-interrogative		affirmative	true	false	true	false	dynamic	possibility	participant-imposed			
 mark	mk02_04	b.MAR.2.4	δύναμαι	possum	καὶ μὴ δυνάμενοι προσενέγκαι αὐτῷ διὰ τὸν ὄχλον ἀπεστέγασαν τὴν στέγην ὅπου ἦν, καὶ ἐξορύξαντες χαλῶσιν τὸν κράβαττον ὅπου ὁ παραλυτικὸς κατέκειτο.	et cum non possent offerre eum illi prae turba nudaverunt tectum ubi erat et patefacientes submiserunt grabattum in quo paralyticus iacebat	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 mark	mk02_07	b.MAR.2.7	δύναμαι	possum	τί οὗτος οὕτως λαλεῖ; βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;	quid hic sic loquitur blasphemat quis potest dimittere peccata nisi solus Deus	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			salpha
 mark	mk02_09	b.MAR.2.10	ἐξουσίαν ἔχω	potestatem habeo	ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἀφιέναι ἁμαρτίας ἐπὶ τῆς γῆς – λέγει τῷ παραλυτικῷ·	ut autem sciatis quia potestatem habet Filius hominis in terra dimittendi peccata ait paralytico	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			sq
 mark	mk02_17	b.MAR.2.17	χρείαν ἔχω	necesse habeo	καὶ ἀκούσας ὁ Ἰησοῦς λέγει αὐτοῖς ὅτι οὐ χρείαν ἔχουσιν οἱ ἰσχύοντες ἰατροῦ ἀλλ’ { χρείαν ἔχουσιν ἰατροῦ } οἱ κακῶς ἔχοντες · οὐκ ἦλθον καλέσαι δικαίους ἀλλ’ ἁμαρτωλούς.	hoc audito Iesus ait illis non necesse habent sani medicum sed { necesse habent medicum } qui male habent non enim veni vocare iustos sed peccatores	false	false	non-interrogative	non-interrogative	negative	negative	false			false	dynamic	necessity	participant-inherent			sα
